id	name	node_type
GO:0036065	fucosylation	Phenotype
GO:0002244	hematopoietic progenitor cell differentiation	Phenotype
GO:0006783	heme biosynthetic process	Phenotype
GO:0006059	hexitol metabolic process	Phenotype
GO:0033522	histone H2A ubiquitination	Phenotype
GO:0000281	mitotic cytokinesis	Phenotype
GO:0004497	monooxygenase activity	Phenotype
GO:0008080	N-acetyltransferase activity	Phenotype
GO:0061902	negative regulation of 1-phosphatidylinositol-3-kinase activity	Phenotype
GO:1903430	negative regulation of cell maturation	Phenotype
GO:0051985	negative regulation of chromosome segregation	Phenotype
GO:2000868	negative regulation of estrone secretion	Phenotype
GO:0045662	negative regulation of myoblast differentiation	Phenotype
GO:0010923	negative regulation of phosphatase activity	Phenotype
GO:0061533	norepinephrine secretion, neurotransmission	Phenotype
GO:0003404	optic vesicle morphogenesis	Phenotype
GO:0019321	pentose metabolic process	Phenotype
GO:0045026	plasma membrane fusion	Phenotype
GO:0030513	positive regulation of BMP signaling pathway	Phenotype
GO:1903612	positive regulation of calcium-dependent ATPase activity	Phenotype
GO:0033090	positive regulation of extrathymic T cell differentiation	Phenotype
GO:1902565	positive regulation of neutrophil activation	Phenotype
GO:2000409	positive regulation of T cell extravasation	Phenotype
GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	Phenotype
GO:0051493	regulation of cytoskeleton organization	Phenotype
GO:0042634	regulation of hair cycle	Phenotype
GO:0032649	regulation of type II interferon production	Phenotype
GO:0032355	response to estradiol	Phenotype
GO:1903165	response to polycyclic arene	Phenotype
GO:0060395	SMAD protein signal transduction	Phenotype
GO:0019859	thymine metabolic process	Phenotype
GO:0044691	tooth eruption	Phenotype
GO:0061450	trophoblast cell migration	Phenotype
GO:0042537	benzene-containing compound metabolic process	Phenotype
GO:0042276	error-prone translesion synthesis	Phenotype
GO:0015718	monocarboxylic acid transport	Phenotype
GO:0002280	monocyte activation involved in immune response	Phenotype
GO:0071288	cellular response to mercury ion	Phenotype
GO:0071219	cellular response to molecule of bacterial origin	Phenotype
GO:1905837	cellular response to triterpenoid	Phenotype
GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	Phenotype
GO:0010628	positive regulation of gene expression	Phenotype
GO:1904781	positive regulation of protein localization to centrosome	Phenotype
GO:0010499	proteasomal ubiquitin-independent protein catabolic process	Phenotype
GO:0036402	proteasome-activating activity	Phenotype
GO:0070628	proteasome binding	Phenotype
GO:0042797	tRNA transcription by RNA polymerase III	Phenotype
GO:1903761	negative regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization	Phenotype
GO:0071103	DNA conformation change	Phenotype
GO:1901706	mesenchymal cell differentiation involved in bone development	Phenotype
GO:0006334	nucleosome assembly	Phenotype
GO:0010712	regulation of collagen metabolic process	Phenotype
GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane	Phenotype
GO:0098849	cellular detoxification of cadmium ion	Phenotype
GO:0060112	generation of ovulation cycle rhythm	Phenotype
GO:1903583	positive regulation of basophil degranulation	Phenotype
GO:0060576	intestinal epithelial cell development	Phenotype
GO:0047484	regulation of response to osmotic stress	Phenotype
GO:0004575	sucrose alpha-glucosidase activity	Phenotype
GO:0006383	transcription by RNA polymerase III	Phenotype
GO:0014065	phosphatidylinositol 3-kinase signaling	Phenotype
GO:0048793	pronephros development	Phenotype
GO:0002227	innate immune response in mucosa	Phenotype
GO:0006725	cellular aromatic compound metabolic process	Phenotype
GO:1904654	negative regulation of lung alveolus development	Phenotype
GO:0034753	nuclear aryl hydrocarbon receptor complex	Phenotype
GO:0036296	response to increased oxygen levels	Phenotype
GO:0048733	sebaceous gland development	Phenotype
GO:0023019	signal transduction involved in regulation of gene expression	Phenotype
GO:0007041	lysosomal transport	Phenotype
GO:0006419	alanyl-tRNA aminoacylation	Phenotype
GO:0008089	anterograde axonal transport	Phenotype
GO:1990927	calcium ion regulated lysosome exocytosis	Phenotype
GO:0097194	execution phase of apoptosis	Phenotype
GO:0001574	ganglioside biosynthetic process	Phenotype
GO:0099558	maintenance of synapse structure	Phenotype
GO:0044819	mitotic G1/S transition checkpoint signaling	Phenotype
GO:0043209	myelin sheath	Phenotype
GO:0021675	nerve development	Phenotype
GO:0106027	neuron projection organization	Phenotype
GO:0050772	positive regulation of axonogenesis	Phenotype
GO:0060252	positive regulation of glial cell proliferation	Phenotype
GO:0150078	positive regulation of neuroinflammatory response	Phenotype
GO:0045887	positive regulation of synaptic assembly at neuromuscular junction	Phenotype
GO:1902009	positive regulation of toxin transport	Phenotype
GO:1902667	regulation of axon guidance	Phenotype
GO:0032222	regulation of synaptic transmission, cholinergic	Phenotype
GO:0021847	ventricular zone neuroblast division	Phenotype
GO:0032224	positive regulation of synaptic transmission, cholinergic	Phenotype
GO:0002357	defense response to tumor cell	Phenotype
GO:1900753	doxorubicin transport	Phenotype
GO:0001773	myeloid dendritic cell activation	Phenotype
GO:1905845	positive regulation of cellular response to gamma radiation	Phenotype
GO:0045779	negative regulation of bone resorption	Phenotype
GO:0009314	response to radiation	Phenotype
GO:0030389	fructosamine metabolic process	Phenotype
GO:0003712	transcription coregulator activity	Phenotype
GO:0097254	renal tubular secretion	Phenotype
GO:0060392	negative regulation of SMAD protein signal transduction	Phenotype
GO:0071236	cellular response to antibiotic	Phenotype
GO:0120188	regulation of bile acid secretion	Phenotype
GO:0048066	developmental pigmentation	Phenotype
GO:0043648	dicarboxylic acid metabolic process	Phenotype
GO:0003876	AMP deaminase activity	Phenotype
GO:0019835	cytolysis	Phenotype
GO:0016656	monodehydroascorbate reductase (NADH) activity	Phenotype
GO:0071247	cellular response to chromate	Phenotype
GO:0098759	cellular response to interleukin-8	Phenotype
GO:1900086	positive regulation of peptidyl-tyrosine autophosphorylation	Phenotype
GO:0030225	macrophage differentiation	Phenotype
GO:0007008	outer mitochondrial membrane organization	Phenotype
GO:0030838	positive regulation of actin filament polymerization	Phenotype
GO:0036273	response to statin	Phenotype
GO:0035518	histone H2A monoubiquitination	Phenotype
GO:0014846	esophagus smooth muscle contraction	Phenotype
GO:0060669	embryonic placenta morphogenesis	Phenotype
GO:0021551	central nervous system morphogenesis	Phenotype
GO:0014042	positive regulation of neuron maturation	Phenotype
GO:0002092	positive regulation of receptor internalization	Phenotype
GO:1903725	regulation of phospholipid metabolic process	Phenotype
GO:0071248	cellular response to metal ion	Phenotype
GO:2000390	negative regulation of neutrophil extravasation	Phenotype
GO:0009617	response to bacterium	Phenotype
GO:0008295	spermidine biosynthetic process	Phenotype
GO:0006597	spermine biosynthetic process	Phenotype
GO:0046082	5-methylcytosine biosynthetic process	Phenotype
GO:0003994	aconitate hydratase activity	Phenotype
GO:0030042	actin filament depolymerization	Phenotype
GO:0007202	activation of phospholipase C activity	Phenotype
GO:0043262	ADP phosphatase activity	Phenotype
GO:1905069	allantois development	Phenotype
GO:0060033	anatomical structure regression	Phenotype
GO:0019730	antimicrobial humoral response	Phenotype
GO:0004053	arginase activity	Phenotype
GO:0030954	astral microtubule nucleation	Phenotype
GO:0006757	ATP generation from ADP	Phenotype
GO:0008608	attachment of spindle microtubules to kinetochore	Phenotype
GO:0007411	axon guidance	Phenotype
GO:1990375	baculum development	Phenotype
GO:0002209	behavioral defense response	Phenotype
GO:0042630	behavioral response to water deprivation	Phenotype
GO:1903515	calcium ion transport from cytosol to endoplasmic reticulum	Phenotype
GO:0060935	cardiac fibroblast cell differentiation	Phenotype
GO:0055008	cardiac muscle tissue morphogenesis	Phenotype
GO:0008458	carnitine O-octanoyltransferase activity	Phenotype
GO:0060536	cartilage morphogenesis	Phenotype
GO:0036128	CatSper complex	Phenotype
GO:0005911	cell-cell junction	Phenotype
GO:0030030	cell projection organization	Phenotype
GO:0071391	cellular response to estrogen stimulus	Phenotype
GO:0032869	cellular response to insulin stimulus	Phenotype
GO:0031669	cellular response to nutrient levels	Phenotype
GO:0071494	cellular response to UV-C	Phenotype
GO:0002062	chondrocyte differentiation	Phenotype
GO:0007620	copulation	Phenotype
GO:0001549	cumulus cell differentiation	Phenotype
GO:0042994	cytoplasmic sequestering of transcription factor	Phenotype
GO:0007028	cytoplasm organization	Phenotype
GO:0047810	D-alanine:2-oxoglutarate aminotransferase activity	Phenotype
GO:0051607	defense response to virus	Phenotype
GO:0044307	dendritic branch	Phenotype
GO:0052597	diamine oxidase activity	Phenotype
GO:0022600	digestive system process	Phenotype
GO:0008239	dipeptidyl-peptidase activity	Phenotype
GO:0005984	disaccharide metabolic process	Phenotype
GO:0048596	embryonic camera-type eye morphogenesis	Phenotype
GO:0036306	embryonic heart tube elongation	Phenotype
GO:0035116	embryonic hindlimb morphogenesis	Phenotype
GO:0048484	enteric nervous system development	Phenotype
GO:0050673	epithelial cell proliferation	Phenotype
GO:0030010	establishment of cell polarity	Phenotype
GO:0060206	estrous cycle phase	Phenotype
GO:0060180	female mating behavior	Phenotype
GO:0007144	female meiosis I	Phenotype
GO:0070288	ferritin complex	Phenotype
GO:0060138	fetal process involved in parturition	Phenotype
GO:0001548	follicular fluid formation in ovarian follicle antrum	Phenotype
GO:0044527	formation of peptidyl-cystine persulfide by sulphur transfer from H2S	Phenotype
GO:0006000	fructose metabolic process	Phenotype
GO:0061548	ganglion development	Phenotype
GO:0016264	gap junction assembly	Phenotype
GO:0071514	genomic imprinting	Phenotype
GO:0008354	germ cell migration	Phenotype
GO:0002067	glandular epithelial cell differentiation	Phenotype
GO:0070091	glucagon secretion	Phenotype
GO:0006678	glucosylceramide metabolic process	Phenotype
GO:0009441	glycolate metabolic process	Phenotype
GO:0060397	growth hormone receptor signaling pathway via JAK-STAT	Phenotype
GO:0003241	growth involved in heart morphogenesis	Phenotype
GO:0001947	heart looping	Phenotype
GO:0140952	histone H3K27 dimethyltransferase activity	Phenotype
GO:0140951	histone H3K27 trimethyltransferase activity	Phenotype
GO:0010452	histone H3-K36 methylation	Phenotype
GO:0051568	histone H3-K4 methylation	Phenotype
GO:0042800	histone H3K4 methyltransferase activity	Phenotype
GO:0140949	histone H3K9 trimethyltransferase activity	Phenotype
GO:0044022	histone H3S28 kinase activity	Phenotype
GO:0016571	histone methylation	Phenotype
GO:0007129	homologous chromosome pairing at meiosis	Phenotype
GO:0051170	import into nucleus	Phenotype
GO:0043513	inhibin B complex	Phenotype
GO:0032334	inhibin secretion	Phenotype
GO:0098582	innate vocalization behavior	Phenotype
GO:0098771	inorganic ion homeostasis	Phenotype
GO:0032623	interleukin-2 production	Phenotype
GO:0002121	inter-male aggressive behavior	Phenotype
GO:0004447	iodide peroxidase activity	Phenotype
GO:0000016	lactase activity	Phenotype
GO:0030032	lamellipodium assembly	Phenotype
GO:0021703	locus ceruleus development	Phenotype
GO:0030324	lung development	Phenotype
GO:0003796	lysozyme activity	Phenotype
GO:0008049	male courtship behavior	Phenotype
GO:0036098	male germ-line stem cell population maintenance	Phenotype
GO:0007141	male meiosis I	Phenotype
GO:0032450	maltose alpha-glucosidase activity	Phenotype
GO:0060763	mammary duct terminal end bud growth	Phenotype
GO:0060603	mammary gland duct morphogenesis	Phenotype
GO:0006828	manganese ion transport	Phenotype
GO:0060137	maternal process involved in parturition	Phenotype
GO:0007618	mating	Phenotype
GO:0007133	meiotic anaphase I	Phenotype
GO:0033313	meiotic cell cycle checkpoint signaling	Phenotype
GO:0042138	meiotic DNA double-strand break formation	Phenotype
GO:0000711	meiotic DNA repair synthesis	Phenotype
GO:0043061	meiotic metaphase II plate congression	Phenotype
GO:0007128	meiotic prophase I	Phenotype
GO:0051598	meiotic recombination checkpoint signaling	Phenotype
GO:0007134	meiotic telophase I	Phenotype
GO:0060210	metestrus	Phenotype
GO:0034454	microtubule anchoring at centrosome	Phenotype
GO:0000262	mitochondrial chromosome	Phenotype
GO:0000236	mitotic prometaphase	Phenotype
GO:0007094	mitotic spindle assembly checkpoint signaling	Phenotype
GO:1903087	mitotic spindle pole body duplication	Phenotype
GO:0042117	monocyte activation	Phenotype
GO:1903966	monounsaturated fatty acid biosynthetic process	Phenotype
GO:0043011	myeloid dendritic cell differentiation	Phenotype
GO:0030964	NADH dehydrogenase complex	Phenotype
GO:1904878	negative regulation of calcium ion transmembrane transport via high voltage-gated calcium channel	Phenotype
GO:1902807	negative regulation of cell cycle G1/S phase transition	Phenotype
GO:0010826	negative regulation of centrosome duplication	Phenotype
GO:0050922	negative regulation of chemotaxis	Phenotype
GO:1903249	negative regulation of citrulline biosynthetic process	Phenotype
GO:1904027	negative regulation of collagen fibril organization	Phenotype
GO:2000853	negative regulation of corticosterone secretion	Phenotype
GO:0032466	negative regulation of cytokinesis	Phenotype
GO:0061002	negative regulation of dendritic spine morphogenesis	Phenotype
GO:1905642	negative regulation of DNA methylation	Phenotype
GO:0070174	negative regulation of enamel mineralization	Phenotype
GO:0090212	negative regulation of establishment of blood-brain barrier	Phenotype
GO:2000978	negative regulation of forebrain neuron differentiation	Phenotype
GO:1900110	negative regulation of histone H3-K9 dimethylation	Phenotype
GO:0033183	negative regulation of histone ubiquitination	Phenotype
GO:1903591	negative regulation of lysozyme activity	Phenotype
GO:1902436	negative regulation of male mating behavior	Phenotype
GO:1905707	negative regulation of mitochondrial ATP synthesis coupled proton transport	Phenotype
GO:0070958	negative regulation of neutrophil mediated killing of gram-positive bacterium	Phenotype
GO:2001246	negative regulation of phosphatidylcholine biosynthetic process	Phenotype
GO:0030861	negative regulation of polarized epithelial cell differentiation	Phenotype
GO:0090038	negative regulation of protein kinase C signaling	Phenotype
GO:1905628	negative regulation of serotonin biosynthetic process	Phenotype
GO:0034144	negative regulation of toll-like receptor 4 signaling pathway	Phenotype
GO:0072079	nephron tubule formation	Phenotype
GO:0021682	nerve maturation	Phenotype
GO:0007528	neuromuscular junction development	Phenotype
GO:0043025	neuronal cell body	Phenotype
GO:0001764	neuron migration	Phenotype
GO:0007218	neuropeptide signaling pathway	Phenotype
GO:0038179	neurotrophin signaling pathway	Phenotype
GO:0006769	nicotinamide metabolic process	Phenotype
GO:0004879	nuclear receptor activity	Phenotype
GO:0071600	otic vesicle morphogenesis	Phenotype
GO:0001551	ovarian follicle endowment	Phenotype
GO:0035846	oviduct epithelium development	Phenotype
GO:0060746	parental behavior	Phenotype
GO:0043084	penile erection	Phenotype
GO:1904238	pericyte cell differentiation	Phenotype
GO:0030432	peristalsis	Phenotype
GO:0001891	phagocytic cup	Phenotype
GO:0005976	polysaccharide metabolic process	Phenotype
GO:2000388	positive regulation of antral ovarian follicle growth	Phenotype
GO:0150072	positive regulation of arginase activity	Phenotype
GO:0090727	positive regulation of brood size	Phenotype
GO:0010811	positive regulation of cell-substrate adhesion	Phenotype
GO:1904109	positive regulation of cholesterol import	Phenotype
GO:0048697	positive regulation of collateral sprouting in absence of injury	Phenotype
GO:1904598	positive regulation of connective tissue replacement involved in inflammatory response wound healing	Phenotype
GO:0048639	positive regulation of developmental growth	Phenotype
GO:2000003	positive regulation of DNA damage checkpoint	Phenotype
GO:0040019	positive regulation of embryonic development	Phenotype
GO:1903142	positive regulation of establishment of endothelial barrier	Phenotype
GO:1904446	positive regulation of establishment of Sertoli cell barrier	Phenotype
GO:2000863	positive regulation of estrogen secretion	Phenotype
GO:0045925	positive regulation of female receptivity	Phenotype
GO:1905516	positive regulation of fertilization	Phenotype
GO:0046881	positive regulation of follicle-stimulating hormone secretion	Phenotype
GO:0051951	positive regulation of glutamate uptake involved in transmission of nerve impulse	Phenotype
GO:0032278	positive regulation of gonadotropin secretion	Phenotype
GO:0035066	positive regulation of histone acetylation	Phenotype
GO:0002925	positive regulation of humoral immune response mediated by circulating immunoglobulin	Phenotype
GO:0033686	positive regulation of luteinizing hormone secretion	Phenotype
GO:0120041	positive regulation of macrophage proliferation	Phenotype
GO:1903343	positive regulation of meiotic DNA double-strand break formation	Phenotype
GO:0014008	positive regulation of microglia differentiation	Phenotype
GO:0002609	positive regulation of myeloid dendritic cell antigen processing and presentation	Phenotype
GO:0010952	positive regulation of peptidase activity	Phenotype
GO:0033123	positive regulation of purine nucleotide catabolic process	Phenotype
GO:0048743	positive regulation of skeletal muscle fiber development	Phenotype
GO:1901307	positive regulation of spermidine biosynthetic process	Phenotype
GO:0051496	positive regulation of stress fiber assembly	Phenotype
GO:0051965	positive regulation of synapse assembly	Phenotype
GO:1905885	positive regulation of triglyceride transport	Phenotype
GO:0009886	post-embryonic animal morphogenesis	Phenotype
GO:0098928	presynaptic signal transduction	Phenotype
GO:0043929	primary ovarian follicle growth involved in double layer follicle stage	Phenotype
GO:0060737	prostate gland morphogenetic growth	Phenotype
GO:0060741	prostate gland stromal morphogenesis	Phenotype
GO:0044256	protein digestion	Phenotype
GO:0006486	protein glycosylation	Phenotype
GO:0034501	protein localization to kinetochore	Phenotype
GO:0009446	putrescine biosynthetic process	Phenotype
GO:0099611	regulation of action potential firing threshold	Phenotype
GO:0010692	regulation of alkaline phosphatase activity	Phenotype
GO:2000822	regulation of behavioral fear response	Phenotype
GO:0060378	regulation of brood size	Phenotype
GO:0030334	regulation of cell migration	Phenotype
GO:0001959	regulation of cytokine-mediated signaling pathway	Phenotype
GO:2000278	regulation of DNA biosynthetic process	Phenotype
GO:1903786	regulation of glutathione biosynthetic process	Phenotype
GO:0008277	regulation of G protein-coupled receptor signaling pathway	Phenotype
GO:0033146	regulation of intracellular estrogen receptor signaling pathway	Phenotype
GO:0060587	regulation of lipoprotein lipid oxidation	Phenotype
GO:0050746	regulation of lipoprotein metabolic process	Phenotype
GO:1900271	regulation of long-term synaptic potentiation	Phenotype
GO:1900825	regulation of membrane depolarization during cardiac muscle cell action potential	Phenotype
GO:1902412	regulation of mitotic cytokinesis	Phenotype
GO:0050767	regulation of neurogenesis	Phenotype
GO:0010975	regulation of neuron projection development	Phenotype
GO:1902490	regulation of sperm capacitation	Phenotype
GO:0050810	regulation of steroid biosynthetic process	Phenotype
GO:0034103	regulation of tissue remodeling	Phenotype
GO:0006357	regulation of transcription by RNA polymerase II	Phenotype
GO:0003014	renal system process	Phenotype
GO:0034698	response to gonadotropin	Phenotype
GO:0007584	response to nutrient	Phenotype
GO:0048545	response to steroid hormone	Phenotype
GO:0033574	response to testosterone	Phenotype
GO:0046498	S-adenosylhomocysteine metabolic process	Phenotype
GO:0070296	sarcoplasmic reticulum calcium ion transport	Phenotype
GO:0046903	secretion	Phenotype
GO:0009070	serine family amino acid biosynthetic process	Phenotype
GO:0060009	Sertoli cell development	Phenotype
GO:0007548	sex differentiation	Phenotype
GO:0042305	specification of segmental identity, mandibular segment	Phenotype
GO:0007382	specification of segmental identity, maxillary segment	Phenotype
GO:0042713	sperm ejaculation	Phenotype
GO:1990913	sperm head plasma membrane	Phenotype
GO:0008395	steroid hydroxylase activity	Phenotype
GO:0048485	sympathetic nervous system development	Phenotype
GO:0007416	synapse assembly	Phenotype
GO:0002457	T cell antigen processing and presentation	Phenotype
GO:0070992	translation initiation complex	Phenotype
GO:0034197	triglyceride transport	Phenotype
GO:0097050	type B pancreatic cell apoptotic process	Phenotype
GO:0004503	tyrosinase activity	Phenotype
GO:0150063	visual system development	Phenotype
GO:0042373	vitamin K metabolic process	Phenotype
GO:0005245	voltage-gated calcium channel activity	Phenotype
GO:0086006	voltage-gated sodium channel activity involved in cardiac muscle cell action potential	Phenotype
GO:0070343	white fat cell proliferation	Phenotype
GO:0048487	beta-tubulin binding	Phenotype
GO:0006602	creatinine catabolic process	Phenotype
GO:0051309	female meiosis chromosome separation	Phenotype
GO:0051332	meiotic S phase	Phenotype
GO:2000255	negative regulation of male germ cell proliferation	Phenotype
GO:1901713	negative regulation of urea catabolic process	Phenotype
GO:1904643	response to curcumin	Phenotype
GO:1905836	response to triterpenoid	Phenotype
GO:0008380	RNA splicing	Phenotype
GO:0007010	cytoskeleton organization	Phenotype
GO:0061010	gallbladder development	Phenotype
GO:0019102	male somatic sex determination	Phenotype
GO:0140013	meiotic nuclear division	Phenotype
GO:0099563	modification of synaptic structure	Phenotype
GO:1902951	negative regulation of dendritic spine maintenance	Phenotype
GO:0045833	negative regulation of lipid metabolic process	Phenotype
GO:0031914	negative regulation of synaptic plasticity	Phenotype
GO:0006796	phosphate-containing compound metabolic process	Phenotype
GO:0090687	activation of meiosis I spindle assembly checkpoint	Phenotype
GO:0022402	cell cycle process	Phenotype
GO:0004112	cyclic-nucleotide phosphodiesterase activity	Phenotype
GO:0016345	female meiotic chromosome movement towards spindle pole	Phenotype
GO:0007127	meiosis I	Phenotype
GO:0007057	spindle assembly involved in female meiosis I	Phenotype
GO:0006653	1,2-diacyl-sn-glycero-3-phosphocholine metabolic process	Phenotype
GO:0015943	formate biosynthetic process	Phenotype
GO:0033566	gamma-tubulin complex localization	Phenotype
GO:0016344	meiotic chromosome movement towards spindle pole	Phenotype
GO:1905937	negative regulation of germ cell proliferation	Phenotype
GO:2000019	negative regulation of male gonad development	Phenotype
GO:0036151	phosphatidylcholine acyl-chain remodeling	Phenotype
GO:0036152	phosphatidylethanolamine acyl-chain remodeling	Phenotype
GO:0006646	phosphatidylethanolamine biosynthetic process	Phenotype
GO:0006659	phosphatidylserine biosynthetic process	Phenotype
GO:2000288	positive regulation of myoblast proliferation	Phenotype
GO:0009696	salicylic acid metabolic process	Phenotype
GO:0006686	sphingomyelin biosynthetic process	Phenotype
GO:1901275	tartrate metabolic process	Phenotype
GO:0006014	D-ribose metabolic process	Phenotype
GO:0007276	gamete generation	Phenotype
GO:0070734	histone H3-K27 methylation	Phenotype
GO:0046102	inosine metabolic process	Phenotype
GO:0090598	male anatomical structure morphogenesis	Phenotype
GO:0060648	mammary gland bud morphogenesis	Phenotype
GO:0007132	meiotic metaphase I	Phenotype
GO:0051229	meiotic spindle disassembly	Phenotype
GO:2000859	negative regulation of aldosterone secretion	Phenotype
GO:2000832	negative regulation of steroid hormone secretion	Phenotype
GO:2000613	negative regulation of thyroid-stimulating hormone secretion	Phenotype
GO:0007634	optokinetic behavior	Phenotype
GO:0033601	positive regulation of mammary gland epithelial cell proliferation	Phenotype
GO:0045624	positive regulation of T-helper cell differentiation	Phenotype
GO:0045661	regulation of myoblast differentiation	Phenotype
GO:2000035	regulation of stem cell division	Phenotype
GO:0003406	retinal pigment epithelium development	Phenotype
GO:1900075	positive regulation of neuromuscular synaptic transmission	Phenotype
GO:0045900	negative regulation of translational elongation	Phenotype
GO:0042078	germ-line stem cell division	Phenotype
GO:0097530	granulocyte migration	Phenotype
GO:0045602	negative regulation of endothelial cell differentiation	Phenotype
GO:0002410	plasmacytoid dendritic cell chemotaxis	Phenotype
GO:0043589	skin morphogenesis	Phenotype
GO:0035976	transcription factor AP-1 complex	Phenotype
GO:1904345	negative regulation of gastric mucosal blood circulation	Phenotype
GO:1905608	positive regulation of presynapse assembly	Phenotype
GO:1901026	ripoptosome assembly involved in necroptotic process	Phenotype
GO:0018973	trinitrotoluene metabolic process	Phenotype
GO:0009303	rRNA transcription	Phenotype
GO:0030098	lymphocyte differentiation	Phenotype
GO:0007219	Notch signaling pathway	Phenotype
GO:0021983	pituitary gland development	Phenotype
GO:0046880	regulation of follicle-stimulating hormone secretion	Phenotype
GO:0033684	regulation of luteinizing hormone secretion	Phenotype
GO:0002124	territorial aggressive behavior	Phenotype
GO:0097623	potassium ion export across plasma membrane	Phenotype
GO:0036376	sodium ion export across plasma membrane	Phenotype
GO:0071735	IgG immunoglobulin complex	Phenotype
GO:0045824	negative regulation of innate immune response	Phenotype
GO:0016235	aggresome	Phenotype
GO:0090676	calcium ion transmembrane transport via low voltage-gated calcium channel	Phenotype
GO:0032287	peripheral nervous system myelin maintenance	Phenotype
GO:0071947	protein deubiquitination involved in ubiquitin-dependent protein catabolic process	Phenotype
GO:0035751	regulation of lysosomal lumen pH	Phenotype
GO:0043497	regulation of protein heterodimerization activity	Phenotype
GO:0072678	T cell migration	Phenotype
GO:0014055	acetylcholine secretion, neurotransmission	Phenotype
GO:0002086	diaphragm contraction	Phenotype
GO:0061669	spontaneous neurotransmitter secretion	Phenotype
GO:0098814	spontaneous synaptic transmission	Phenotype
GO:0032958	inositol phosphate biosynthetic process	Phenotype
GO:0007030	Golgi organization	Phenotype
GO:0070862	negative regulation of protein exit from endoplasmic reticulum	Phenotype
GO:1902953	positive regulation of ER to Golgi vesicle-mediated transport	Phenotype
GO:1903319	positive regulation of protein maturation	Phenotype
GO:0015031	protein transport	Phenotype
GO:0019062	virion attachment to host cell	Phenotype
GO:0004365	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	Phenotype
GO:1905326	positive regulation of meiosis I spindle assembly checkpoint	Phenotype
GO:0035795	negative regulation of mitochondrial membrane permeability	Phenotype
GO:0004908	interleukin-1 receptor activity	Phenotype
GO:0032799	low-density lipoprotein receptor particle metabolic process	Phenotype
GO:1900038	negative regulation of cellular response to hypoxia	Phenotype
GO:0032342	aldosterone biosynthetic process	Phenotype
GO:0034651	cortisol biosynthetic process	Phenotype
GO:0014016	neuroblast differentiation	Phenotype
GO:0044597	daunorubicin metabolic process	Phenotype
GO:0032834	positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response	Phenotype
GO:0045589	regulation of regulatory T cell differentiation	Phenotype
GO:0070553	nicotinic acid receptor activity	Phenotype
GO:2000374	regulation of oxygen metabolic process	Phenotype
GO:0051584	regulation of dopamine uptake involved in synaptic transmission	Phenotype
GO:0010659	cardiac muscle cell apoptotic process	Phenotype
GO:0048515	spermatid differentiation	Phenotype
GO:0106071	positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway	Phenotype
GO:0046986	negative regulation of hemoglobin biosynthetic process	Phenotype
GO:0098586	cellular response to virus	Phenotype
GO:0071954	chemokine (C-C motif) ligand 11 production	Phenotype
GO:0004357	glutamate-cysteine ligase activity	Phenotype
GO:0071639	positive regulation of monocyte chemotactic protein-1 production	Phenotype
GO:1903282	regulation of glutathione peroxidase activity	Phenotype
GO:0046456	icosanoid biosynthetic process	Phenotype
GO:1905165	regulation of lysosomal protein catabolic process	Phenotype
GO:0002191	cap-dependent translational initiation	Phenotype
GO:0035943	estrone secretion	Phenotype
GO:0110088	hippocampal neuron apoptotic process	Phenotype
GO:0072497	mesenchymal stem cell differentiation	Phenotype
GO:1905831	negative regulation of spindle assembly	Phenotype
GO:0060376	positive regulation of mast cell differentiation	Phenotype
GO:0035360	positive regulation of peroxisome proliferator activated receptor signaling pathway	Phenotype
GO:2000387	regulation of antral ovarian follicle growth	Phenotype
GO:0060305	regulation of cell diameter	Phenotype
GO:2000437	regulation of monocyte extravasation	Phenotype
GO:0034255	regulation of urea metabolic process	Phenotype
GO:0061458	reproductive system development	Phenotype
GO:0086009	membrane repolarization	Phenotype
GO:0036337	Fas signaling pathway	Phenotype
GO:0048160	primary follicle stage	Phenotype
GO:0016788	hydrolase activity, acting on ester bonds	Phenotype
GO:0046684	response to pyrethroid	Phenotype
GO:0045645	positive regulation of eosinophil differentiation	Phenotype
GO:0045648	positive regulation of erythrocyte differentiation	Phenotype
GO:0044860	protein localization to plasma membrane raft	Phenotype
GO:0045924	regulation of female receptivity	Phenotype
GO:0031392	regulation of prostaglandin biosynthetic process	Phenotype
GO:0010493	Lewis a epitope biosynthetic process	Phenotype
GO:0031117	positive regulation of microtubule depolymerization	Phenotype
GO:0006457	protein folding	Phenotype
GO:0001558	regulation of cell growth	Phenotype
GO:0005884	actin filament	Phenotype
GO:0048708	astrocyte differentiation	Phenotype
GO:0044308	axonal spine	Phenotype
GO:0002326	B cell lineage commitment	Phenotype
GO:0055073	cadmium ion homeostasis	Phenotype
GO:0015691	cadmium ion transport	Phenotype
GO:0045165	cell fate commitment	Phenotype
GO:0006875	cellular metal ion homeostasis	Phenotype
GO:0071276	cellular response to cadmium ion	Phenotype
GO:0071461	cellular response to redox state	Phenotype
